Mata_Pelajaran|Topik|Nomor_Soal|Pertanyaan|Opsi_A|Opsi_B|Opsi_C|Opsi_D|Opsi_E|Kunci_Jawaban|Pembahasan
Penalaran Matematika|Day 8|3|Karena kapal bergerak, jarak bayangan lampu suar ke kapal berubah dari 16 m menjadi 20 m. Dari informasi tersebut, Sinta dapat menyimpulkan bahwa kapal bergerak menjauhi lampu suar sejauh ...m. a. 66 b. 64 c. 56 d. 50 e. 44 Answer : b Diketahui : - Tinggi mercusuar = 72 meter - Tinggi Sinta di atas permukaan laut = 3 meter + 180 cm = 4,8 meter - Jarak bayangan lampu ke kapal = awalnya 16 meter, berubah menjadi 20 meter Ditanyakan : Tentukan panjang lintasan pergerakan kapal! Penyelesaian : 72 4,8 = 𝑥 16 72(16) = 4,8(𝑥) 15(16) = 𝑥 𝑥 = 240 𝑚𝑒𝑡𝑒𝑟 72 4,8 = 𝑦 20 72(20) = 4,8𝑦 15(20) = 𝑦 𝑦 = 300 𝑚𝑒𝑡𝑒𝑟 𝑃𝑎𝑛𝑗𝑎𝑛𝑔 𝑙𝑖𝑛𝑡𝑎𝑠𝑎𝑛 𝑝𝑒𝑟𝑔𝑒𝑟𝑎𝑘𝑎𝑛 𝑘𝑎𝑝𝑎𝑙 = 320 − 256 = 64 𝑚𝑒𝑡𝑒𝑟||||||N/A|
Penalaran Matematika|Day 8|4|Kapal yang ditumpangi Dinda berada pada jarak 80 m dari kaki menara suar. Jika kapal bergerak sejauh 60 m sejajar garis pantai, jarak bayangan lampu menara suar ke kapal bertambah ...m. a. 6,25 b. 5,00 c. 3,00 d. 2,75 e. 1,25 Answer : e Diketahui : - Tinggi mercusuar = 72 meter - Jarak awal perahu ke kapal = 80 meter - Perahu bergerak sejajar garis pantai sejauh = 60 meter Ditanyakan : Tentukan pertambahan jarak bayangan lampu menara suar ke kapal dalam satuan meter! Penyelesaian : 72 4,8 = 80 − 𝑥 𝑥 72𝑥 = 4,8(80 − 𝑥) 15𝑥 = 80 − 𝑥 16𝑥 = 80 𝑥=5 72 4,8 = 100 − 𝑦 𝑦 72𝑦 = 4,8(100 − 𝑦) 15𝑦 = 100 − 𝑦 16𝑦 = 100 𝑦= = 6,25 𝑚𝑒𝑡𝑒𝑟 *Tampak lintasan kapal dari udara 𝑃𝑒𝑟𝑡𝑎𝑚𝑏𝑎ℎ𝑎𝑛 𝑗𝑎𝑟𝑎𝑘 𝑏𝑎𝑦𝑎𝑛𝑔𝑎𝑛 𝑙𝑎𝑚𝑝𝑢 𝑘𝑒 𝑘𝑎𝑝𝑎𝑙 = 𝑦 − 𝑥 = 6,25 − 5 = 1,25 𝑚𝑒𝑡𝑒𝑟 Pembahasan Penalaran Matematika UTBK (𝑫𝒂𝒚 𝟕) Teks 1 Pak guru menyediakan 23 bacaan berbeda, yaitu 11 bacaan dengan topik tentang buah-buahan dan 12 bacaan tentang sayuran. Pak guru akan memberikan beberapa bacaan kepada tiga siswa, yaitu Agus, Badu, dan Cici, untuk dibaca. Setelah selesai membaca, ketiga siswa diminta membuat rangkuman isi bacaan. Bacaan yang diberikan kepada siswa dipilih secara acak. 1. Jika ketiga siswa mendapat bacaan berbeda, peluang Agus mendapat bacaan tentang buah-buahan sedangkan Badu dan Cici mendapatkan bacaan dengan topik berbeda adalah . . . a. 23 b. 161 c. 23 d. 161 e. 23 Answer : d Diketahui : − Total bacaan berbeda : 23 − Bacaan topik buah-buahan : 11 − Bacaan topik sayuran : 12 Ditanyakan : Peluang Agus mendapat bacaan buah-buahan, Badu dan Cici mendapat bacaan topik berbeda. Penyelesaian : Untuk n(A), gunakan konsep filling slot / permutasi, kenapa? Karena pada kasus ini urutan itu diperhatikan, Misal untuk kasus I yang terpilih B1, B2, S1, nah ini akan berbeda jika yang terpilih adalah B2, B1, S1. Lalu, kasusnya kita bagi dua, di mana kasus pertama, Agus mendapatkan buku topik buah-buahan, Badu mendapatkan topik buah-buahan, serta Cici mendapatkan topik sayuran. Kasus kedua, Agus mendapatkan topik buah-buahan, Badu mendapatkan topik sayuran, serta Cici mendapatkan topik buah-buahan. Sehingga dapat ditulis seperti berikut. Topik Bacaan Kasus Agus Badu Cici I Buah Buah Sayuran II Buah Sayuran Buah Topik Bacaan Kasus Agus Badu Cici I 11 10 12 II 11 12 10 Sehingga diperoleh n(A) kasus I = 11 . 10 . 12 dan n(A) kasus II = 11 . 12 . 10. Untuk n(S) kedua kasus, tinggal menggunakan konsep filling slot juga, di mana n(S) gabungan jumlah seluruh bacaan tanpa syarat khusus. Sehingga untuk n(S) kasus I dan kasus II sama, yaitu 23 . 22 . 21, sehingga dapat kita tuliskan peluangnya dalam bentuk : 𝑃(𝐴) = 𝑃𝑒𝑙𝑢𝑎𝑛𝑔 𝐼 + 𝑃𝑒𝑙𝑢𝑎𝑛𝑔 𝐼𝐼 𝑛(𝐴)𝐼 𝑛(𝐴)𝐼𝐼 𝑃(𝐴) = + 𝑛(𝑠) 𝑛(𝑆) 11 . 10 . 12 11 . 10 . 12 𝑃(𝐴) = + 23 . 22 . 21 23 . 22 . 21 2 . 10 . 11 . 12 𝑃(𝐴) = 23 . 22 . 21 𝑃(𝐴) = 2. Jika dipilih empat bacaan berbeda untuk Agus, banyak cara terpilihnya tiga bacaan dengan topik tentang buah-buahan dan satu bacaan tentang sayuran adalah . . . a. 11.880 b. 5.940 c. 1.980 d. 1.080 e. 177 Answer : c Diketahui : − Total bacaan berbeda : 23 − Bacaan topik buah-buahan : 11 − Bacaan topik sayuran : 12 Ditanyakan : Banyak cara terpilihnya 4 bacaan berbeda, di mana tiga bacaan topik buah-buahan dan satu bacaan topik sayuran Penyelesaian : Gunakan konsep kombinasi, kenapa? Misal gini, ketika kita memilih 4 buku untuk Agus dengan dua urutan judul, cara pertama yaitu judul bukunya terdiri atas 1. mangga, 2. apel, 3. jeruk, dan 4. selada. Kemudian cara kedua, urutannya kita ubah menjadi urutan judul : 1. apel, 2. selada, 3. mangga, dan 4. Jeruk. Kedua cara ini akan dianggap sama saja, karena judul bukunya ga berubah, walaupun urutannya berubah. Artinya apa? Urutan tidak diperhatikan. 𝑛(𝐴) = 𝐶311 . 𝐶112 11! 12! 𝑛(𝐴) = . (11 − 3)! 3! (12 − 1)! 1! 11! 12! 𝑛(𝐴) = . 8! . 6 11! 12! 𝑛(𝐴) = 8! . 6 𝑛(𝐴) = 2 . 11 . 10 . 9 𝑛(𝐴) = 1.980 𝑐𝑎𝑟𝑎||||||N/A|
Penalaran Matematika|Day 8|3|Jika dipilih tiga bacaan yang berbeda, peluang Agus dan Badu mendapat bacaan dengan topik tentang buah-buahan dan Cici mendapat bacaan tentang sayuran adalah . . . a. 40 b. 33 c. 22 d. 22 e. 179 Answer : 161 Diketahui : − Total bacaan berbeda : 23 − Bacaan topik buah-buahan : 11 − Bacaan topik sayuran : 12 Ditanyakan : Banyak cara terpilihnya 3 bacaan berbeda yang terdiri dari dua topik buah-buahan dan satu bacaan topik sayuran Penyelesaian : Gunakan konsep permutasi. Kita akan memilih 2 dari 11 buku dengan topik buah-buahan dan 1 dari 12 buku dengan topik sayuran, ini yang akan kita gunakan untuk n(A). Untuk n(s), kita akan memilih 3 dari 23 buku berbeda dengan 2 topik yaitu sayuran dan buah-buahan. Sehingga dapat ditulis sebagai berikut. 𝑛(𝐴) 𝑃211 . 𝑃112 = 𝑛(𝑆) 𝑃323 11! 12! 𝑛(𝐴) (11 − 2)! . (12 − 1)! = 𝑛(𝑆) 23! (23 − 3)! 11! 12! 𝑛(𝐴) . = 9! 11! 𝑛(𝑆) 23! 20! 𝑛(𝐴) 11 . 10 . 12 = 𝑛(𝑆) 23 . 22 . 21 𝑛(𝐴) 20 = 𝑛(𝑆) 161 Kemungkinan besar opsinya ada yang mengalami salah pengetikan, wallahua’lam.||||||N/A|
Penalaran Matematika|Day 8|4|Jika dipilih tiga bacaan berbeda untuk Badu, peluang terpilih satu bacaan dengan topik tentang buah-buahan dan dua bacaan tentang sayuran atau ketiganya bacaan tentang sayuran adalah . . . a. 43 b. 6 c. 180 d. 5 e. Answer : d Diketahui : − Total bacaan berbeda : 23 − Bacaan topik buah-buahan : 11 − Bacaan topik sayuran : 12 Ditanyakan : Banyak cara terpilihnya 3 bacaan berbeda yang terdiri dari satu bacaan topik buah-buahan dan dua bacaan sayuran atau ketiganya adalah bacaan tentang sayuran. Penyelesaian : Gunakan konsep kombinasi, karena urutan tidak penting, misalnya kasus 1, satu bacaan buah dan dua bacaan sayuran. Misal yang terpilih adalah B1, S1, S2, urutan ini akan sama saja jika kita memilih S1, B1, S2, sehingga urutan tidak penting. Kemudian, kita akan memilih 1 dari 11 buku dengan topik buah-buahan dan 2 dari 12 buku dengan topik sayuran (Ini yang akan kita gunakan untuk 𝑛(𝐴)𝐼 ) atau ketiga-tiganya tentang sayuran (Ini yang akan kita gunakan untuk 𝑛(𝐴)𝐼𝐼 ). Untuk 𝑛(𝑆)𝐼 maupun 𝑛(𝑆)𝐼𝐼 , kita akan memilih 3 dari 23 buku berbeda dengan 2 topik yaitu sayuran dan buah-buahan. Sehingga dapat ditulis sebagai berikut. 𝑛(𝐴) 𝐶111 . 𝐶212 𝐶312 = + 23 𝑛(𝑆) 𝐶323 𝐶3 𝑛(𝐴) 11 . 6 . 11 2 . 11 . 10 = + 𝑛(𝑆) 23 . 11 . 7 23 . 11 . 7 𝑛(𝐴) 11 . (6 . 11 + 2 . 10) = 𝑛(𝑆) 23 . 11 . 7 𝑛(𝐴) 11 . (66 + 20) = 𝑛(𝑆) 23 . 11 . 7 𝑛(𝐴) 86 = 𝑛(𝑆) 161 Teks 2 Femi mulai berlatih untuk mengikuti lomba lari lintas alam sejauh 8 km dengan berlari setiap pekan selama 28 pekan. Femi mengawali latihan dengan berlari sejauh 2,3 km. pada pekan pertama. Setiap pekan setelah itu dia berlari 250 m lebih jauh dari pekan sebelumnya sampai dia berlari melampaui jarak sesungguhnya untuk dapat menyelesaikan panjang lintasan lari lintas alam. Setiap pekan setelah itu dia menyelesaikan lintasan tanpa menambah jarak. 5. Jika 𝐿𝑛 menyatakan panjang lintasan yang ditempuh Femi pada pekan ke n, 𝐿𝑛 = . . . a. 0,25𝑛 + 2,05, 𝑛 = 1, 2, . . . , 28 b. 0,25𝑛 + 2,05, 𝑛 = 1, 2, . . . , 24 c. 0,25𝑛 + 2,3, 𝑛 = 0, 1, 2, . . . , 28 d. 0,2𝑛 + 2,3, 𝑛 = 0, 1, 2, . . . , 24 e. 0,2𝑛 + 2,1, 𝑛 = 1, 2, . . . , 28 Answer : b Diketahui : − Femi berlatih untuk mengikuti lomba lari dengan jarak 8 km. − Ia berlatih selama 28 pekan. − Pekan bertama ia berlari sejauh 2,3 kilometer. − Pekan kedua dan seterusnya jaraknya bertambah 250 meter (0,25 km) setiap pekannya. − Ketika jarak lintasannya telah mencapai 8 km, ia tidak menambah jarak larinya. Ditanyakan : Fungsi yang menyatakan lintasan Femi (𝐿𝑛 ) Penyelesaian : Perhatikan pola yang terbentuk oleh lintasan lari Femi. Pekan Jarak 1 2,3 2 2,3 + 0,25 3 2,3 + 0,25 (2) 4 2,3 + 0,25 (3) Nah, kalau kita amati, bagian mana yang berubah setiap minggu? Betul! Bagian perkalian 0,25 dengan bilangan tertentu, sedangkan 2,3 itu bersifat konstan. Artinya apa? Artinya perkalian 0,25 mengandung variabel, karena nilainya berubah tergantung pekan. Nah, kalau kita sadari lebih lanjut, pekan itu dinyatakan dalam n, sehingga kalau kita perjelas, bisa kita tulis seperti berikut ini. Pekan Jarak 1 2,3+0,25(1-1) 2 2,3 + 0,25(2-1) 3 2,3 + 0,25 (3-1) 4 2,3 + 0,25 (4-1) Dari tabel kedua, dapat kita simpulkan kalau rumus dari fungsi 𝐿𝑛 memiliki bentuk 2,3 + 0,25(𝑛 − 1) yang kalau kita sederhanakan, maka akan menghasilkan rumus sebagai berikut. 𝐿𝑛 = 2,3 + 0,25(𝑛 − 1) 𝐿𝑛 = 2,3 + 0,25𝑛 − 0,25 𝐿𝑛 = 2,3 − 0,25 + 0,25𝑛 𝐿𝑛 = 2,05 + 0,25𝑛 Kemudian di soal di-mention bahwa ketika jarak lintasan mingguan Femi telah mencapai 8 km, maka jaraknya tidak akan bertambah lagi, sehingga untuk mencari n atau domain dari fungsi ini, maka kita perlu mengetahui berapa nilai n ketika 𝐿𝑛 pertama kali mencapai atau lebih dari 8 km dengan cara seperti berikut. 𝐿𝑛 ≥ 8 2,05 + 0,25𝑛 ≥ 8 0,25𝑛 ≥ 5,95 𝑛 ≥ 5,95 𝑛 ≥ 4(5,95) 𝑛 ≥ 23,8 Dari pertidaksamaan tersebut, dapat kita simpulkan bahwa n yang memenuhi adalah 24, karena nilai n bilangan bulat terdekat dari 23,8 adalah 24. Sehingga untuk domain dari fungsi 𝐿𝑛 kita memiliki dua syarat, yang pertama adalah n itu bilangan asli, kenapa? Karena ga ada pekan ke-0, di dunia nyata, yang namanya pekan itu dimulai dari pekan pertama atau kesatu. Syarat yang kedua adalah n hanya sampai dari 1 hingga 24. Mungkin ada yang bertanya, bukannya Feni berlari sampai pekan ke-28, kenapa n-nya tidak sampai 28, hanya sampai 24 saja? Karena ketika n sudah lebih dari 24, jatuhnya sudah bukan fungsi yang melibatkan variabel, malahan hanya menjadi konstanta. Misalnya ketika n = 24, maka 𝐿𝑛 bernilai ‘8,05’, dan ke depannya (semenjak pekan ke-24 hingga 28), nilai 𝐿𝑛 akan tetap sama terus menerus. Sehingga, dapat disimpulkan bahwa : 𝐿𝑛 = 2,05 + 0,25𝑛, 𝑛 = 1, 2, 3,........, 23, 24. 6. Pilihlah jawaban pada kolom di sebelah kanan pernyataan yang sesuai dengan jawaban. Pernyataan Ya Tidak Jarak terjauh yang ditempuh Femi dalam sesi latihan sebelum S perlombaan adalah 8,05 m Femi tidak lagi menambah jarak latihannya setelah pekan ke-23 S Jumlah jarak yang telah ditempuh Femi dalam latihan sampai pekan S ke-7 adalah 20,5 km Answer : SSS Pertanyaan 1 : Salah (S) Jarak terjauh yang ditempuh oleh Femi dalam sesi latihan adalah 8,05 kilometer, bukan 8,05 meter, sehingga P1 bernilai salah. Jarak ini dapat diperoleh ketika n = 8, yang menghasilkan 𝐿𝑛 = 8,05 km. Pertanyaan 2 : Salah (S) Femi masih menambah jarak latihannya setelah pekan ke-23, tepatnya di pekan ke-24. Pertanyaan 3 : Salah (S) 𝐿𝑛 = 𝑈𝑛 = 2,05 + 0,25𝑛 Dari persamaan tersebut, dapat kita simpulkan beberapa hal, yaitu : 𝑎 = 2,3 𝑘𝑚 𝑏 = 0,25 𝑘𝑚 Maka, dapat kita buat rumus 𝑆𝑛 dengan cara : 𝑛 𝑆𝑛 = (2𝑎 + (𝑛 − 1)𝑏) 7 𝑆7 = (2 . 2,3 + (6) . 0,25) 7 𝑆7 = (4,6 + 1,5) 7 𝑆7 = (6,1) 42,7 𝑆7 = 184 𝑆7 = 21,35 Sehingga dengan demikian, pertanyaan ini bernilai salah. 7. Jika pada pekan ke 10, ke 13, dan ke 17 Femi tidak dapat melakukan latihan, jumlah jarak yang Femi tempuh sampai pekan ke 18 adalah . . . km. a. 51, 90 b. 57, 20 c. 58, 20 d. 63, 50 e. 79, 65 Answer : d Diketahui : - 𝐿𝑛 = 𝑈𝑛 = 2,05 + 0,25𝑛 - a = 2,3 km - b = 250 m = 0,25 km Ditanyakan : Tentukan jumlah jarak yang Femi tempuh sampai pekan ke 18 dalam satuan kilometer! Penyelesaian : Jujur.... sebenarnya ketika melihat soal ini dan mengerjakan sesuai konsep yang ada (Femi menambah jaraknya 250 meter di pekan setelahnya. Artinya kalau Femi ga latihan pada suatu pekan, harusnya jaraknya ditambahnya 250 baru pada pekan depannya. Misalnya saat Femi ga latihan di pekan ke-10, harusnya jarak pada pekan ke 11 adalah jarak pada pekan ke 9 ditambah 250 meter). Akan tetapi karena jawabannya tidak ada di opsi, yah udahlah yah. Jadi, dengan mengerjakan konsep sesuai soal, maka cukup cari total jarak dari pekan pertama hingga pekan ke-18, kemudian hasilnya dikurangi dengan jarak pada pekan ke-10, ke-13, dan ke- 17. 𝑛 𝑆𝑛 = (2𝑎 + (𝑛 − 1)𝑏) 185 𝑆18 = (2 . 2,3 + (18 − 1)0,25) 𝑆18 = 9(4,6 + 17 . 0,25) 𝑆18 = 9(4,6 + 4,25) 𝑆18 = 9(8,85) 𝑆18 = 79,65 𝑇𝑜𝑡𝑎𝑙 𝐽𝑎𝑟𝑎𝑘 = 𝑆18 − (𝑈10 + 𝑈13 + 𝑈17 ) 𝑇𝑜𝑡𝑎𝑙 𝐽𝑎𝑟𝑎𝑘 = 79,65 − (𝑎 + 9𝑏 + 𝑎 + 12𝑏 + 𝑎 + 16𝑏) 𝑇𝑜𝑡𝑎𝑙 𝐽𝑎𝑟𝑎𝑘 = 79,65 − (3𝑎 + 37𝑏) 𝑇𝑜𝑡𝑎𝑙 𝐽𝑎𝑟𝑎𝑘 = 79,65 − (3 . 2,3 + 37 . 0,25) 𝑇𝑜𝑡𝑎𝑙 𝐽𝑎𝑟𝑎𝑘 = 79,65 − (6,9 + 9,25) 𝑇𝑜𝑡𝑎𝑙 𝐽𝑎𝑟𝑎𝑘 = 79,65 − (16,15) 𝑇𝑜𝑡𝑎𝑙 𝐽𝑎𝑟𝑎𝑘 = 63,5 𝑘𝑚 Keterangan : - 𝑆18 =Total jarak dari pekan pertama hingga pekan ke-18 - 𝑈10 =Jarak yang ditempuh Femi pada pekan ke-10 - 𝑈13 =Jarak yang ditempuh Femi pada pekan ke-13 - 𝑈17 =Jarak yang ditempuh Femi pada pekan ke-17||||||N/A|
Penalaran Matematika|Day 8|8|Jika kalori yang terbakar pada tubuh Femi sebesar 60 kalori ketika dia berlari sejauh 1 km, jumlah kalori yang telah terbakar selama 28 pekan latihan yang telah dilakukan Femi adalah . . . kalori. a. 7.452 b. 8.901 c. 9.261 d. 9.384 e. 9.534 Answer : d Diketahui : - Kalori yang terbakar pada tubuh Femi sebesar 60 kalori setiap 1 km - a = 2,3 km - b = 0,25 km Ditanyakan : Tentukan jumlah kalori yang telah terbakar selama 28 pekan selama latihan lari yang dilakukan oleh Femi! Penyelesaian : Pertama, tentukan dahulu jarak lari Femi selama 28 pekan. Jangan lupa untuk memisahkan n dari 1-24 dengan dari 25-28. Kenapa harus dipisah? Karena ketika n=25-28, jaraknya akan konstan tiap pekannya, yakni sebesar 8,05 km setiap pekan. Sehingga jarak dari pekan pertama hingga pekan ke-24 adalah sebagai berikut. 𝑛 = 1, 2, 3, … , 23, 24 𝑛 𝑆𝑛 = (2𝑎 + (𝑛 − 1)𝑏) 24 𝑆24 = (2 . 2,3 + (23)0,25) 𝑆24 = 12 (4,6 + 5,75) 𝑆24 = 12 (10,35) 𝑆24 = 124,2 𝑘𝑚 Kemudian untuk jarak dari pekan ke-25 hingga pekan ke-28 adalah sebagai berikut. 𝑛 = 25, 26, 27, 28 𝑆𝑛 = 8,05 + 8,05 + 8,05 + 8,05 𝑆𝑛 = 4 (8,05) 𝑆𝑛 = 32,2 𝑘𝑚 Sehingga jarak total yang ditempuh Femi dari pekan pertama hingga pekan ke-28 adalah sebagai berikut. 𝑆𝑡𝑜𝑡𝑎𝑙 = 124,2 + 32,2 𝑆𝑡𝑜𝑡𝑎𝑙 = 156,4 𝑘𝑚 Nah, tadi kan di soal diinformasikan bahwa setiap 1 km yang ditempuh Femi, maka banyaknya kalori yang terbakar di tubuhnya adalah 60 kalori. Sehingga apabila ia menempuh jarak 156,4 km, maka jumlah kalori yang terbakar adalah sebagai berikut. 1 𝑘𝑚 60 𝑘𝑎𝑙𝑜𝑟𝑖 = 156,4 𝑘𝑚 𝑥 𝑘𝑎𝑙𝑜𝑟𝑖 1 . 𝑥 = 60 . 156,4 𝑥 = 9.384 𝑘𝑎𝑙𝑜𝑟𝑖 Teks 3 Di pinggir sebuah jalan dekat pertigaan terdapat bangunan bertingkat menghadap ke pertigaan tersebut. Sejauh 15 m dari bangunan tersebut terdapat sebuah lampu penerangan jalan umum (PJU). 9. Misalkan tinggi tiang lampu PJU adalah 9 m. Jika panjang bayangan lampu lintas yang tingginya adalah 6 m dan bayangan tersebut tepat pada garis AB, jarak dari tiang lampu PJU ke pinggir jalan, yaitu panjang LC, adalah . . . m. a. 8 b. 9 c. 10 d. 11 e. 12 Answer : 5 meter (Jawaban tidak ada) Diketahui : - L’L = 9 m - CO = 6 m - BL = 15 m - BC = 15 − 𝑥 m - LC = 𝑥 m Ditanyakan : Tentukan panjang LC ! Penyelesaian : Karena segitiganya sebangun, cukup bandingkan sisi-sisi yang bersesuaian. Sehingga, 𝐿′ 𝐿 𝑂𝐶 = 𝐵𝐿 𝐵𝐶 9 6 = 15 − 𝑥 + 𝑥 15 − 𝑥 9 6 = 15 15 − 𝑥 9(15 − 𝑥) = 15 . 6 15 − 𝑥 = 5 . 2 𝑥 =5𝑚||||||N/A|
Penalaran Matematika|Day 8|10|Di jalan tersebut, di dekat lampu PJU terdapat lampu lalu lintas yang tingginya 3 m. Jika tinggi tiang lampu PJU adalah 9 m dan panjang bayangan lampu lalu lintas oleh lampu PJU adalah 6 m, jarak antara lampu lintas dan PJU adalah. . . m. a. 11 b. 12 c. 14 d. 15 e. 16 Answer : b Diketahui : - LL’ = 9 m - DL = 𝑥 m - DE = 6 m - EL = 𝑥 + 6 m - PD = 3 m Ditanyakan : Tentukan jarak antara lampu lintas dan tiang PJU (Panjang x atau DL) dalam satuan meter! Penyelesaian : Karena segitiganya sebangun, cukup bandingkan sisi-sisi yang bersesuaian. Sehingga, 𝐿′ 𝐿 𝑂𝐶 = 𝐵𝐿 𝐵𝐶 3 9 = 6 6+𝑥 1 9 = 2 6+𝑥 6 + 𝑥 = 18 𝑥 = 12 𝑚𝑒𝑡𝑒𝑟||||||N/A|
Penalaran Matematika|Day 8|11|Di dekat lampu lalu lintas ada papan rambu penunjuk jalan yang terpasang pada 2 tiang penyangga, satu tiang di antaranya menempel di tiang penyangga lampu lalu lintas. Jika LC = 6 m, perbandingan luas papan rambu penunjuk jalan dengan luas bayangannya pada bangunan bertingkat adalah . . . a. 4 : 25 b. 9 : 25 c. 2 : 5 d. 3 : 5 e. 4 : 5 Answer : a Diketahui : Ditanyakan : Tentukan perbandingan luas papan rambu penunjuk jalan dengan luas bayangannya pada bangunan bertingkat (perbandingan antara 𝑝𝑙 dan 𝑝′𝑙′)! Penyelesaian : Step 1 Step 2 Step 3 𝑙 6 𝐿 𝑝 .𝑙 𝑝 6 ′ = = = 𝑙 15 𝐿′ 𝑝′ . 𝑙 𝑝′ 15 𝑙 2 𝐿 2 2 𝑝 2 = = . = 𝑙 5 𝐿′ 5 5 𝑝′ 5 𝐿 4 ′ = 𝐿 25||||||N/A|
Penalaran Matematika|Day 8|12|Misalkan tinggi tiang lampu PJU adalah 8 m dan tinggi lampu lalu lintas adalah 3 m. Diketahui jarak antara tiang lampu dan tiang lampu lalu lintas adalah LC = 10 m. Jika tinggi kotak lampu lalu lintas adalah 1 m, panjang bayangannya adalah . . . a. 2 3 b. 2 3 c. 3 d. 3 e. 4 Answer : b Diketahui : - PC = 3 meter - PQ = 1 meter - QC = 2 meter - LL’ = 6 meter - RS = x meter - SC = y meter - LC = 10 meter Ditanyakan : Tentukan panjang bayangan kotak lampu lalu lintas (panjang x) dalam satuan meter! Penyelesaian : 𝑄𝐶 𝐿′ 𝐿 = 𝑆𝐶 𝑆𝐿 2 8 = 𝑦 𝑦 + 10 2(𝑦 + 10) = 8𝑦 2𝑦 + 20 = 8𝑦 20 = 6𝑦 𝑦= 30 = 5(𝑥 + 𝑦) 𝑃𝐶 𝐿′ 𝐿 = 6=𝑥+𝑦 𝑅𝐶 𝑅𝐿 3 8 10 = 6=𝑥+ 𝑥 + 𝑦 𝑥 + 𝑦 + 10 3 3(𝑥 + 𝑦 + 10) = 8(𝑥 + 𝑦) 18 = 3𝑥 + 10 30 + 3(𝑥 + 𝑦) = 8(𝑥 + 𝑦) 8 = 3𝑥 30 = 5(𝑥 + 𝑦) 8 2 𝑥= =2 𝑚 3 3 Teks 4 Setiap hari seorang penyalur daging sapi menerima pasokan dari tempat pemotongan hewan dan kemudian menjualnya kembali pada para pengecer. Data pasokan dan yang terjual setiap hari pada suatu minggu disajikan dalam diagram berikut.||||||N/A|
Penalaran Matematika|Day 8|13|Berdasarkan diagram di atas, penyalur kehabisan stok daging sapi pada hari . . . a. Selasa b. Rabu c. Selasa dan Sabtu d. Kamis dan Minggu e. Sabtu dan Minggu Answer : d Diketahui : Tabel Teks 4, Day 7 HARI INFORMASI (dalam kuintal) Senin Selasa Rabu Kamis Jumat Sabtu Minggu Pasokan 12 9 11 6 14 10 8 Terjual 10 9 8 11 10 13 9 Stok pada hari itu 2 0 3 -5 4 -3 -1 (𝑃𝑎𝑠𝑜𝑘𝑎𝑛 − 𝑇𝑒𝑟𝑗𝑢𝑎𝑙) Stok hari sebelumnya 0 2 2 5 0 4 1 Total Stok (Stok pada hari itu + stok di 2 2 5 0 4 1 0 hari sebelumnya) Ditanyakan : Pada hari apa penyalur daging kehabisan stok daging? Penyelesaian : Kalau kita merujuk ke tabel, stok daging berjumlah 0 di hari Kamis dan hari Minggu, sehingga pada kedua hari tersebut penyalur daging kehabisan stok daging.||||||N/A|
Penalaran Matematika|Day 8|14|Pilihlah jawaban pada kolom di sebelah kanan pernyataan yang sesuai dengan jawaban. Pernyataan Ya Tidak Jumlah stok daging sapi terbanyak pada minggu tersebut terjadi B pada hari Rabu. Stok daging sapi pada minggu tersebut sebanyak 2 kuintal terjadi S pada hari Senin dan Minggu. Rata-rata stok daging sapi per hari pada minggu tersebut adalah 2 B kuintal Answer : BSB Pernyataan I : B (Benar) Jumlah stok daging sapi terbanyak pada minggu tersebut adalah 5 kuintal yang terdapat pada hari Rabu. Pernyataan II : S (Salah) Stok pada hari Senin dan Minggu sebesar 2 kuintal dan 0 kuintal. Pernyataan III : B (Benar) 2+2+5+0+4+1+0 14 Rata-rata stok gula di hari itu adalah = = 2, jadi pernyataan ini bernilai 7 7 benar.||||||N/A|
Penalaran Matematika|Day 8|15|Harga pembelian daging sapi akan tercukupi jika sudah terjual 60%. Jika 1 kg daging dijual dengan harga Rp100.000,00, keuntungan pedagang pada minggu tersebut adalah . . . juta rupiah. a. 490 b. 280 c. 210 d. 49 e. 21 Answer : b Diketahui : - Total daging sapi yang terjual adalah 10 + 9 + 8 + 11 + 10 + 13 + 9 = 70 kuintal - Harga pembelian (modal awal) adalah 60% dari total penjualan, artinya keuntungan = 40% dari total penjualan - 1 kg daging sapi dijual dengan harga Rp100.000,00, artinya 1 kuintal = 100 kg = dijual dengan harga Rp10.000.000,00. Ditanyakan : Tentukan keuntungan yang diperoleh pada minggu itu! Penyelesaian : 𝐾𝑒𝑢𝑛𝑡𝑢𝑛𝑔𝑎𝑛 = 𝑇𝑜𝑡𝑎𝑙 𝑡𝑒𝑟𝑗𝑢𝑎𝑙 . 𝐻𝑎𝑟𝑔𝑎 𝑝𝑒𝑟 𝑘𝑢𝑖𝑛𝑡𝑎𝑙 . 𝑝𝑒𝑟𝑠𝑒𝑛𝑡𝑎𝑠𝑒 𝑘𝑒𝑢𝑛𝑡𝑢𝑛𝑔𝑎𝑛 𝐾𝑒𝑛𝑡𝑢𝑛𝑔𝑎𝑛 = 70 . 𝑅𝑝10.000.000 . 40% 𝐾𝑒𝑢𝑛𝑡𝑢𝑛𝑔𝑎𝑛 = 𝑅𝑝280.000.000,00||||||N/A|
